word,Reading,JLPT Level,Frequency Rank,Meaning
便所,べんじょ,N2,11375,"toilet, lavatory"
ペンチ,ペンチ,N2,0,pliers (lit: pinchers)
ボーナス,ボーナス,N2,5065,bonus
防～,ぼう～,N2,0,~ prevention
望遠鏡,ぼうえんきょう,N2,7786,telescope
方角,ほうがく,N2,12793,"direction, way"
箒,ほうき,N2,0,broom
方言,ほうげん,N2,3256,dialect
坊さん,ぼうさん,N2,0,"Buddhist priest, monk"
防止,ぼうし,N2,3186,"prevention, check"
方針,ほうしん,N2,75,"objective, plan, policy"
包装,ほうそう,N2,17620,"packing, wrapping"
法則,ほうそく,N2,5347,"law, rule"
包帯,ほうたい,N2,0,bandage
膨大,ぼうだい,N2,8773,"enormous, extensive"
包丁,ほうちょう,N2,18374,"kitchen knife, carving knife"
方程式,ほうていしき,N2,6142,equation
防犯,ぼうはん,N2,16304,prevention of crime
方面,ほうめん,N2,1095,direction; area
坊や,ぼうや,N2,0,boy
放る,ほうる,N2,0,to let go
朗らか,ほがらか,N2,0,"bright, cheerful, melodious"
牧場,ぼくじょう,N2,5795,farm (livestock); pasture land
牧畜,ぼくちく,N2,0,stock-farming
保健,ほけん,N2,3803,"health preservation, hygiene, sanitation"
募集,ぼしゅう,N2,2680,recruitment
干す,ほす,N2,0,"to air, to dry, to drink up"
ポスター,ポスター,N2,6864,poster
北極,ほっきょく,N2,12911,North Pole
坊っちゃん,ぼっちゃん,N2,0,son (of others)
解く,ほどく,N2,13352,to unfasten
掘る,ほる,N2,0,"to dig, to excavate"
彫る,ほる,N2,0,"to carve, to chisel"
ぼろ,ぼろ,N2,0,"rag, tattered clothes"
盆,ぼん,N2,15326,Festival of the Dead; tray
盆地,ぼんち,N2,11801,"basin (e.g., between mountains)"
ほんの～,ほんの～,N2,0,"mere, just"
本部,ほんぶ,N2,1242,headquarters
本来,ほんらい,N2,1904,"essentially, naturally, by nature"
まあまあ,まあまあ,N2,0,okay; so-so; decent
毎～,まい～,N2,0,every ~
枚数,まいすう,N2,10314,the number of flat things
毎度,まいど,N2,0,"each time, common service-sector greeting"
まく,まく,N2,15566,"to wind, to coil, to roll"
枕,まくら,N2,13147,pillow
曲げる,まげる,N2,0,"to bend, to crook, to lean"
まごまご,まごまご,N2,0,"confused, be at a loss"
摩擦,まさつ,N2,13919,friction; rubbing; chafe
まざる,まざる,N2,0,"to be mixed, to be blended with, to associate with"
まじる,まじる,N2,0,"to be mixed, to be blended with, to associate with"
マスク,マスク,N2,5981,mask
まぜる,まぜる,N2,0,"to mix, to stir"
またぐ,またぐ,N2,0,to straddle
跨ぐ,またぐ,N2,0,"to step over/across, to stride over/across, to cross to stretch over, to span, to bridge, to saddle, to straddle"
待合室,まちあいしつ,N2,17630,waiting room
待ち合わせる,まちあわせる,N2,0,"to rendezvous, to meet at a prearranged place and time"
街角,まちかど,N2,18452,street corner
真っ暗,まっくら,N2,0,total darkness
真っ黒,まっくろ,N2,0,pitch black
真っ青,まっさお,N2,0,"deep blue, ghastly pale"
真っ先,まっさき,N2,0,"foremost, beginning"
真っ白,まっしろ,N2,0,pure white
祭る,まつる,N2,0,"to deify, to enshrine"
窓口,まどぐち,N2,6629,(ticket) window
真似る,まねる,N2,0,"to mimic, to imitate"
まぶた,まぶた,N2,0,eyelids
マフラー,マフラー,N2,0,a winter scarf
間も無く,まもなく,N2,0,"soon, in a short time"
間もなく,まもなく,N2,9613,"soon, shortly, before long, in a short time, in a little while"
マラソン,マラソン,N2,4120,marathon
稀,まれ,N2,6127,"rare, seldom"
回り道,まわりみち,N2,0,detour
満員,まんいん,N2,0,"full house, no vacancy, sold out"
マンション,マンション,N2,6030,"multistory apartment house, condominium"
満点,まんてん,N2,11496,perfect score
未～,み～,N2,0,not yet ~
見上げる,みあげる,N2,0,"to look up at, to admire"
見送る,みおくる,N2,0,to see off; to escort; to let pass
見下ろす,みおろす,N2,0,"to overlook, to look down on something"
見掛け,みかけ,N2,0,outward appearance
三日月,みかづき,N2,17434,crescent moon
岬,みさき,N2,6557,cape (on coast)
惨め,みじめ,N2,0,"sad, pitiful, wretched"
ミシン,ミシン,N2,0,sewing machine
自ら,みずから,N2,1316,"for one's self, personally"
水着,みずぎ,N2,9655,bathing suit (woman's)
店屋,みせや,N2,0,"store, shop"
見出し,みだし,N2,3636,"heading, index"
道順,みちじゅん,N2,0,"itinerary, route"
みっともない,みっともない,N2,0,"shameful, indecent"
見詰める,みつめる,N2,0,"to stare at, to gaze at"
見直す,みなおす,N2,19821,"to look over again, to review"
見慣れる,みなれる,N2,0,"to become used to seeing, to be familiar with"
醜い,みにくい,N2,0,ugly
実る,みのる,N2,0,"to bear fruit, to ripen"
身分,みぶん,N2,7239,"position, status"
見本,みほん,N2,0,sample
見舞う,みまう,N2,0,"to ask after (health), to visit"
未満,みまん,N2,2717,"less than, insufficient"
名字,みょうじ,N2,13775,"surname, family name"
ミリ,ミリ,N2,7917,milli-
診る,みる,N2,0,to examine (medically)
民間,みんかん,N2,2599,"private, civilian"
民主～,みんしゅ～,N2,0,democratic
民謡,みんよう,N2,9664,"folk song, popular song"
無限,むげん,N2,5366,infinite
無地,むじ,N2,0,plain
蒸し暑い,むしあつい,N2,0,"humid, sultry"
矛盾,むじゅん,N2,5344,"contradiction, inconsistency"
無数,むすう,N2,12127,"countless number, infinite number"
紫,むらさき,N2,3789,"purple color, violet"
群れ,むれ,N2,12048,"crowd, flock, herd"
姪,めい,N2,13627,niece
名～,めい～,N2,0,famous ~
名作,めいさく,N2,7591,masterpiece
名刺,めいし,N2,0,business card
名所,めいしょ,N2,6253,famous place
迷信,めいしん,N2,0,superstition
命ずる,めいずる,N2,0,"to command, to appoint"
名物,めいぶつ,N2,10358,"famous product, special product, speciality"
銘々,めいめい,N2,0,"each, individual"
恵まれる,めぐまれる,N2,0,"to be blessed with, to be rich in"
巡る,めぐる,N2,8110,to go around
目指す,めざす,N2,3634,"to aim at, to have an eye on"
目覚し,めざまし,N2,0,alarm-clock
目下,めした,N2,0,"at present, now"
目印,めじるし,N2,0,"mark, sign, landmark"
目立つ,めだつ,N2,9378,"to be conspicuous, to stand out"
めちゃくちゃ,めちゃくちゃ,N2,0,"absurd, messed up, wrecked"
めっきり,めっきり,N2,0,remarkably
めでたい,めでたい,N2,0,"happy, propitious, joyous"
メニュー,メニュー,N2,6792,menu
めまい,めまい,N2,0,"dizziness, giddiness"
目安,めやす,N2,5506,"criterion, aim"
免税,めんぜい,N2,0,tax exemption
面積,めんせき,N2,931,area
面倒臭い,めんどうくさい,N2,0,"bother to do, tiresome"
モーター,モーター,N2,6729,motor
儲かる,もうかる,N2,0,"to be profitable, to yield a profit"
儲ける,もうける,N2,0,"to earn, to have (bear, beget) a child"
申し訳ない,もうしわけない,N2,0,"inexcusable, I am sorry"
木材,もくざい,N2,8933,"lumber, timber, wood"
目次,もくじ,N2,649,table of contents
潜る,もぐる,N2,0,"to dive, to pass through; to evade, to hide"
もしかしたら,もしかしたら,N2,0,"perhaps, maybe, by some chance"
もたれる,もたれる,N2,0,"to lean against, to lean on"
凭れる,もたれる,N2,0,"to lean against, to lean on, to recline on"
モダン,モダン,N2,12143,modern
餅,もち,N2,11035,sticky rice cake
モデル,モデル,N2,725,a fashion model
元々,もともと,N2,3082,"originally, by nature, from the start"
物置,ものおき,N2,0,storage room
物語る,ものがたる,N2,0,"to tell, to indicate"
物差し,ものさし,N2,0,"ruler, measure"
物凄い,ものすごい,N2,0,"earth-shattering, staggering, to a very great extent"
モノレール,モノレール,N2,8998,monorail
紅葉,もみじ,N2,11328,(Japanese) maple
揉む,もむ,N2,0,"to rub, to crumple (up), to wrinkle"
もやす,もやす,N2,0,to burn
催し,もよおし,N2,0,"event, festivities, function"
盛る,もる,N2,0,to serve (food); to fill up; to prescribe
問答,もんどう,N2,15693,"questions and answers, dialogue"
やかましい,やかましい,N2,0,"to be fussy, to be overly critical"
喧しい,やかましい,N2,0,"noisy, loud, clamorous, boisterous"
夜間,やかん,N2,5567,"at night, nighttime"
やかん,やかん,N2,0,kettle
役者,やくしゃ,N2,6822,actor
役所,やくしょ,N2,9135,"government office, public office"
役人,やくにん,N2,11994,government official
薬品,やくひん,N2,10336,"medicine(s), chemical(s)"
役目,やくめ,N2,11617,"duty, business"
火傷,やけど,N2,0,"burn, scald"
夜行,やこう,N2,10181,"night train, night travel"
矢印,やじるし,N2,15489,directing arrow
やたら,やたら,N2,0,"randomly, recklessly, blindly"
薬局,やっきょく,N2,12733,"pharmacy, drugstore"
やっつける,やっつける,N2,0,"to attack (an enemy), to beat, to finish off"
家主,やぬし,N2,0,landlord
破く,やぶく,N2,0,to tear
やむをえない,やむをえない,N2,0,"cannot be helped, unavoidable"
軟らかい,やわらかい,N2,0,"soft, tender, limp"
遊園地,ゆうえんち,N2,0,amusement park
夕刊,ゆうかん,N2,5064,evening paper
郵送,ゆうそう,N2,0,mailing
夕立,ゆうだち,N2,0,(sudden) evening shower (rain)
夕日,ゆうひ,N2,19411,"(in) the evening sun, setting sun"
悠々,ゆうゆう,N2,0,"quiet, calm, leisurely"
有料,ゆうりょう,N2,4828,"admission-paid, toll"
浴衣,ゆかた,N2,0,"bathrobe, informal summer kimono"
行方,ゆくえ,N2,4441,one's whereabouts
湯気,ゆげ,N2,0,steam
輸血,ゆけつ,N2,0,blood transfusion
輸送,ゆそう,N2,1510,"transport, transportation"
油断,ゆだん,N2,0,"negligence, unpreparedness"
湯飲み,ゆのみ,N2,0,teacup
湯飲,ゆのみ,N2,0,teacup
緩い,ゆるい,N2,0,"loose, lenient, slow"
溶岩,ようがん,N2,15114,lava
容器,ようき,N2,10468,"container, receptacle, vessel, packaging"
用語,ようご,N2,1451,"term, terminology"
要旨,ようし,N2,14030,"gist, essentials, summary"
幼児,ようじ,N2,8152,"infant, baby, child"
容積,ようせき,N2,18276,"capacity, volume"
幼稚,ようち,N2,0,"infancy, childish, infantile"
幼稚園,ようちえん,N2,2673,kindergarten
用途,ようと,N2,3594,"use, usefulness"
洋品店,ようひんてん,N2,0,clothes store
養分,ようぶん,N2,0,"nourishment, nutrient"
羊毛,ようもう,N2,0,wool
漸く,ようやく,N2,0,"at last, finally, hardly"
要領,ようりょう,N2,10728,"gist, essentials, outline"
翌～,よく～,N2,0,next ~
欲張り,よくばり,N2,0,greedy
余計,よけい,N2,11363,"too much, unnecessary, abundance, surplus, excess, superfluity"
よこす,よこす,N2,0,"to send, to forward; to hand over (e.g., money)"
よごす,よごす,N2,0,"(1) to disgrace, to dishonour, (2) to pollute, to contaminate, to soil, to make dirty, to stain"
寄せる,よせる,N2,17656,"to come near, to let someone approach to bring near, to bring together, to collect, to gather to deliver (opinion, news, etc.), to send (e.g. a letter), to contribute, to donate to let someone drop by"
余所,よそ,N2,0,"another place, somewhere else, strange parts"
四つ角,よつかど,N2,0,"four corners, crossroads"
酔っ払い,よっぱらい,N2,0,drunkard
予備,よび,N2,3655,"preparation, spare"
呼び掛ける,よびかける,N2,0,"to call out to, to accost, to address (crowd), to appeal"
呼び出す,よびだす,N2,0,"to summon, to call (e.g., phone)"
蘇る,よみがえる,N2,0,"to be resurrected, to be revived"
慶ぶ,よろこぶ,N2,0,"to be delighted, to be glad"
来日,らいにち,N2,5082,"coming to Japan, visit to Japan"
落第,らくだい,N2,0,"failure, dropping out of a class"
ラッシュアワー,ラッシュアワー,N2,0,rush hour
欄,らん,N2,1455,"column of text (e.g., as in a newspaper)"
ランチ,ランチ,N2,16453,lunch
ランニング,ランニング,N2,14417,running; tank top
乱暴,らんぼう,N2,14074,"rude, violent, rough"
理科,りか,N2,9504,science
利害,りがい,N2,15909,"advantages and disadvantages, interest"
リズム,リズム,N2,5646,rhythm
リットル,リットル,N2,12852,liter
リポート,リポート,N2,10689,"report, paper"
リボン,リボン,N2,4291,ribbon
略す,りゃくす,N2,0,to abbreviate
流域,りゅういき,N2,5300,(river) basin
両～,りょう～,N2,0,both ~
両側,りょうがわ,N2,11616,both sides
漁師,りょうし,N2,15194,fisherman
領事,りょうじ,N2,15630,consul
領収,りょうしゅう,N2,0,"receipt, voucher"
臨時,りんじ,N2,2511,"temporary, special, extraordinary"
留守番,るすばん,N2,0,"care-taking, caretaker, house-watching"
零点,れいてん,N2,0,"zero, no marks"
冷凍,れいとう,N2,11745,"freezing, cold storage, refrigeration"
レインコート,レインコート,N2,0,raincoat
レクリェーション,レクリェーション,N2,18222,recreation
レジャー,レジャー,N2,12280,leisure
列島,れっとう,N2,6607,chain of islands
煉瓦,れんが,N2,17343,brick
連合,れんごう,N2,810,"union, alliance"
レンズ,レンズ,N2,6205,lens
ローマ字,ローマじ,N2,5625,"romanization, Roman letters (alphabet)"
ろうそく,ろうそく,N2,0,candle
録音,ろくおん,N2,2496,(audio) recording
ロッカー,ロッカー,N2,0,locker
ロビー,ロビー,N2,11741,lobby
論ずる,ろんずる,N2,0,"to argue, to discuss"
和～,わ～,N2,0,Japanese style
和英,わえい,N2,0,Japanese-English
我～,わが～,N2,0,our ~
若々しい,わかわかしい,N2,0,"youthful, young"
詫びる,わびる,N2,0,to apologize
和服,わふく,N2,0,Japanese clothes
割合に,わりあいに,N2,0,"relatively, comparatively"
割算,わりざん,N2,0,division (math)
割と,わりと,N2,0,"relatively, comparatively"
割引,わりびき,N2,8497,discount
ワンピース,ワンピース,N2,19657,one-piece dress
作法,さほう,N2,12917,"manners, etiquette, propriety"
様々,さまざま,N3,1310,"varied, various"
冷ます,さます,N3,0,"to cool, to let cool"
覚ます,さます,N3,0,to awaken
冷める,さめる,N3,0,"to become cool, to wear off"
覚める,さめる,N3,0,"to wake, to wake up"
左右,さゆう,N3,3718,left and right; influence
皿,さら,N3,11459,"plate, dish"
更に,さらに,N3,2746,"furthermore, moreover"
去る,さる,N3,11001,"to leave, to go away"
猿,さる,N3,5820,monkey
騒ぎ,さわぎ,N3,12086,"uproar, disturbance"
参加,さんか,N3,326,participation
参考,さんこう,N3,308,"reference, consultation"
賛成,さんせい,N3,1059,"approval, agreement"
酸素,さんそ,N3,6605,oxygen
氏,し,N3,225,"family name, lineage"
詩,し,N3,2217,poem; poetry
幸せ,しあわせ,N3,5147,"happiness, blessing"
ジーンズ,ジーンズ,N3,0,jeans
ジェット機,ジェットき,N3,0,jet plane
四角,しかく,N3,0,square
直に,じかに,N3,0,"immediately, readily, directly"
しかも,しかも,N3,4748,"moreover, furthermore, besides, plus"
四季,しき,N3,8424,four seasons
直,じき,N3,1785,"immediately, soon, shortly"
時期,じき,N3,1067,"time, season, period"
支給,しきゅう,N3,9228,"payment, allowance"
至急,しきゅう,N3,0,"urgent, pressing"
しきりに,しきりに,N3,0,"frequently, repeatedly, eagerly"
刺激,しげき,N3,6778,"stimulus, impetus, incentive"
資源,しげん,N3,4007,resources
事件,じけん,N3,370,"event, affair, incident"
時刻,じこく,N3,3093,"time, hour"
自殺,じさつ,N3,3735,suicide
事実,じじつ,N3,932,"fact, truth, reality"
支出,ししゅつ,N3,12951,"expenditure, expenses"
事情,じじょう,N3,2584,"circumstances, situation, reasons"
詩人,しじん,N3,3847,poet
自身,じしん,N3,419,oneself
沈む,しずむ,N3,0,to sink; to feel depressed
自然,しぜん,N3,1148,"nature, spontaneous"
思想,しそう,N3,2077,"thought, idea"
舌,した,N3,7579,tongue
次第,しだい,N3,4551,order; circumstances; immediate(ly)
従う,したがう,N3,7165,"to abide (by the rules), to obey"
したがって,したがって,N3,4717,"therefore, consequently"
親しい,したしい,N3,17264,"intimate, close (e.g., friend)"
質,しつ,N3,2938,"quality, nature (of person)"
失業,しつぎょう,N3,13405,unemployment
実験,じっけん,N3,1773,lab work; experiment
実現,じつげん,N3,2240,"implementation, materialization, realization"
実行,じっこう,N3,1570,"practice, execution (e.g., program), realization"
実際,じっさい,N3,897,in fact; in actuality
実施,じっし,N3,768,"enforcement, carry out, operation"
じっと,じっと,N3,0,"patiently, quietly"
