word,Reading,JLPT Level,Frequency Rank,Meaning
造船,ぞうせん,N2,4559,shipbuilding
騒々しい,そうぞうしい,N2,0,"noisy, boisterous"
増大,ぞうだい,N2,8188,"increase, growth"
そうっと,そうっと,N2,0,"softly, cautiously, gently"
送別,そうべつ,N2,0,"farewell, send-off"
草履,ぞうり,N2,0,Japanese sandals (footwear)
総理大臣,そうりだいじん,N2,0,Prime Minister
送料,そうりょう,N2,0,"postage, carriage"
属する,ぞくする,N2,3270,"to belong to, to come under"
続々,ぞくぞく,N2,15603,"successively, one after another"
速達,そくたつ,N2,0,"express, special delivery"
測定,そくてい,N2,3933,measurement
測量,そくりょう,N2,9111,"measurement, surveying"
速力,そくりょく,N2,8658,speed
素質,そしつ,N2,0,"talent, capability"
祖先,そせん,N2,10911,ancestor(s)
そそっかしい,そそっかしい,N2,0,"careless, thoughtless"
卒直,そっちょく,N2,0,"frank, candid, honest"
率直,そっちょく,N2,17196,"frank, candid, straightforward, openhearted, direct, outspoken"
そのころ,そのころ,N2,0,"in those days, at that time, then"
そのため,そのため,N2,0,"hence, for that reason"
その他,そのほか,N2,481,besides
そば,そば,N2,5348,soba (buckwheat noodles)
剃る,そる,N2,0,to shave
それなのに,それなのに,N2,0,"though, although"
それなら,それなら,N2,19957,"If that's the case..., If so..., That being the case..."
いけません,いけません,N2,0,that's not good
逸れる,それる,N2,0,"to stray (turn) from subject, to go astray"
算盤,そろばん,N2,0,abacus
存じる,ぞんじる,N2,0,(humble) to know
存ずる,ぞんずる,N2,0,(humble) to know
損得,そんとく,N2,0,"loss and gain, advantage and disadvantage"
第～,だい～,N2,0,~th
タイア,タイア,N2,0,"tire, tyre"
第一,だいいち,N2,0,"first, foremost,&nbsp;&nbsp;#1"
大学院,だいがくいん,N2,1395,graduate school
大工,だいく,N2,14233,carpenter
体系,たいけい,N2,4514,"system, organization"
太鼓,たいこ,N2,7355,"drum, tambourine"
対策,たいさく,N2,1754,"counter-plan, counter-measure"
大して,たいして,N2,0,"(not so) much, (not) very"
対照,たいしょう,N2,6674,"contrast, antithesis, comparison"
大小,だいしょう,N2,14529,size
体制,たいせい,N2,2178,"order, system, structure"
体積,たいせき,N2,13600,"capacity, volume"
大層,たいそう,N2,0,"very much, greatly"
体操,たいそう,N2,4897,"gymnastics, physical exercises, calisthenics"
大木,たいぼく,N2,8125,large tree
題名,だいめい,N2,5909,"title, caption, heading"
代名詞,だいめいし,N2,15347,pronoun
ダイヤグラム,ダイヤグラム,N2,0,diagram
ダイヤモンド,ダイヤモンド,N2,5090,diamond
ダイヤル,ダイヤル,N2,18483,dial
対立,たいりつ,N2,2701,"confrontation, opposition, antagonism"
田植え,たうえ,N2,0,rice planting
絶えず,たえず,N2,0,constantly
楕円,だえん,N2,9813,ellipse
高める,たかめる,N2,9200,"to raise, to lift, to boost, to enhance"
耕す,たがやす,N2,0,"to till, to plow, to cultivate"
滝,たき,N2,4026,waterfall
蓄える,たくわえる,N2,0,"to save, to store, to lay in stock"
竹,たけ,N2,1867,bamboo
ただいま,ただいま,N2,19493,"Here I am, I'm home!"
但し,ただし,N2,5614,"but, however, provided that"
畳む,たたむ,N2,0,"to fold (e.g., clothes, umbrella)"
立ち止まる,たちどまる,N2,0,"to stop, to halt, to stand still"
たちまち,たちまち,N2,0,"instantly, suddenly, all at once"
脱線,だっせん,N2,10952,"derailment, digression"
妥当,だとう,N2,3164,"proper, appropriate"
例える,たとえる,N2,0,"to compare, to liken"
頼もしい,たのもしい,N2,0,"reliable, promising"
足袋,たび,N2,0,"tabi, Japanese socks (with split toe)"
ダブル,ダブル,N2,4526,double
ダム,ダム,N2,871,dam
溜息,ためいき,N2,0,a sigh
ためらう,ためらう,N2,0,to be hesitant
だらしない,だらしない,N2,0,"slovenly, loose, a slut"
足る,たる,N2,16441,"to be sufficient, to be enough"
短～,たん～,N2,0,short ~
段階,だんかい,N2,1941,"gradation, grade, stage"
短期,たんき,N2,8289,short term
炭鉱,たんこう,N2,10704,"coal mine, coal pit"
短所,たんしょ,N2,0,"defect, weak point; disadvantage"
たんす,たんす,N2,0,chest of drawers
淡水,たんすい,N2,13813,fresh water
断水,だんすい,N2,0,water outage
単数,たんすう,N2,18273,singular (number)
団地,だんち,N2,3328,housing complex
断定,だんてい,N2,8864,"conclusion, decision"
短編,たんぺん,N2,3613,"short (e.g., story, film)"
田ぼ,たんぼ,N2,0,"paddy field, farm"
誓う,ちかう,N2,17824,"to swear, to vow"
地下水,ちかすい,N2,0,underground water
近々,ちかぢか,N2,0,"soon, before long"
近付ける,ちかづける,N2,0,"to bring near, to put close, to let come near"
近寄る,ちかよる,N2,0,"to approach, to draw near"
力強い,ちからづよい,N2,0,"powerful, strong, vigorous"
ちぎる,ちぎる,N2,0,"to cut up fine, to pick (fruit)"
地質,ちしつ,N2,5367,geological features
知人,ちじん,N2,11693,"friend, acquaintance"
地帯,ちたい,N2,3845,"area, zone"
縮む,ちぢむ,N2,0,"to shrink, to be contracted"
縮める,ちぢめる,N2,0,"to shorten, to reduce, to shrink"
縮れる,ちぢれる,N2,0,"to be wavy, to be curled"
チップ,チップ,N2,7709,"gratuity, tip; chip"
地点,ちてん,N2,3535,"site, point on a map"
地名,ちめい,N2,971,place name
茶色い,ちゃいろい,N2,0,brown
着々,ちゃくちゃく,N2,0,steadily
中間,ちゅうかん,N2,3521,"middle, midway, interim"
中旬,ちゅうじゅん,N2,7968,second third of a month
抽象,ちゅうしょう,N2,10753,abstract
中世,ちゅうせい,N2,2852,"Middle Ages, medieval times"
中性,ちゅうせい,N2,18182,"neuter gender, neutral"
中途,ちゅうと,N2,15942,"in the middle, half-way"
中年,ちゅうねん,N2,14366,middle-aged
チョーク,チョーク,N2,17119,chalk
長～,ちょう～,N2,0,long ~
超過,ちょうか,N2,13652,"excess, being more than"
彫刻,ちょうこく,N2,4951,"carving, engraving, sculpture"
長所,ちょうしょ,N2,19141,"strong point, merit; advantage"
長女,ちょうじょ,N2,5932,eldest daughter
調整,ちょうせい,N2,2714,"regulation, adjustment, tuning"
調節,ちょうせつ,N2,9585,"regulation, adjustment, control"
長短,ちょうたん,N2,0,"length, long and short, +-"
頂点,ちょうてん,N2,8969,"top, summit"
長男,ちょうなん,N2,2965,eldest son
長方形,ちょうほうけい,N2,0,"rectangle, oblong"
調味料,ちょうみりょう,N2,0,"condiment, seasoning"
直後,ちょくご,N2,2030,immediately following
直線,ちょくせん,N2,6144,straight line
直前,ちょくぜん,N2,2772,just before
直通,ちょくつう,N2,4257,direct connection
直流,ちょくりゅう,N2,7484,direct current
貯蔵,ちょぞう,N2,14888,"storage, preservation"
直角,ちょっかく,N2,0,right angle
直径,ちょっけい,N2,5774,diameter
散らかす,ちらかす,N2,0,"to scatter around, to leave untidy"
散らかる,ちらかる,N2,0,to be in disorder
塵紙,ちりがみ,N2,0,"tissue paper, toilet paper"
追加,ついか,N2,531,"addition, supplement, appendix"
ついで,ついで,N2,8316,"opportunity, occasion"
つうか,つうか,N2,0,currency
通ずる,つうずる,N2,0,"to lead, to run, to open"
通知,つうち,N2,2518,"notice, notification"
通帳,つうちょう,N2,0,bankbook
通用,つうよう,N2,8196,"popular use, circulation"
通路,つうろ,N2,7966,"passage, pathway"
突き当たり,つきあたり,N2,0,"end (e.g., of street)"
突き当たる,つきあたる,N2,0,"to run into, to collide with"
月日,つきひ,N2,8161,"time, years, days"
突っ込む,つっこむ,N2,0,"to plunge into, to stick into"
務める,つとめる,N2,2185,"to serve, to act"
努める,つとめる,N2,0,"to try, to aim"
綱,つな,N2,2170,rope
繋がり,つながり,N2,10429,"connection, link, relationship"
粒,つぶ,N2,11429,grain
潰す,つぶす,N2,0,"to smash, to waste"
潰れる,つぶれる,N2,0,"to be smashed, to go bankrupt"
つまずく,つまずく,N2,0,"to stumble, to trip"
躓く,つまずく,N2,0,"to trip (over), to stumble"
詰まる,つまる,N2,0,"to be blocked, to be packed"
積む,つむ,N2,0,"to pile up, to stack"
爪,つめ,N2,7538,fingernail or toenail
艶,つや,N2,12945,"gloss, glaze"
強気,つよき,N2,0,"firm, strong"
釣り合う,つりあう,N2,0,"to balance, to be in harmony, to suit"
吊る,つる,N2,0,to hang
吊す,つるす,N2,0,to hang
テーマ,テーマ,N2,760,"theme, project, topic (GER: Thema)"
手洗い,てあらい,N2,0,"restroom, lavatory"
低～,てい～,N2,0,low ~
定員,ていいん,N2,4435,"fixed number of regular personnel, capacity (e.g., of boat)"
定価,ていか,N2,0,established price
低下,ていか,N2,3858,"fall, decline"
定期券,ていきけん,N2,0,"commuter pass, season ticket"
定休日,ていきゅうび,N2,0,regular holiday
停止,ていし,N2,1777,"suspension, interruption, stoppage"
停車,ていしゃ,N2,2937,"stopping (e.g., train)"
停電,ていでん,N2,16504,"power outage, electricity outage, blackout"
出入り,でいり,N2,11410,"in and out, coming and going"
出入口,でいりぐち,N2,5752,exit and entrance
出入り口,でいりぐち,N2,0,exit and entrance
手入れ,ていれ,N2,0,"repairs, maintenance"
出来上がり,できあがり,N2,0,"be finished, ready"
出来上がる,できあがる,N2,0,"to be finished, to be ready"
的確,てきかく,N2,15533,"precise, accurate"
適確,てきかく,N2,0,"precise, accurate"
手首,てくび,N2,18061,wrist
凸凹,でこぼこ,N2,0,"unevenness, roughness, ruggedness"
手頃,てごろ,N2,0,"moderate, handy"
手ごろ,てごろ,N2,0,"handy, convenient suitable, reasoanble, moderate"
弟子,でし,N2,3658,"pupil, disciple, apprentice"
でたらめ,でたらめ,N2,0,"irresponsible utterance, nonsense; random"
手帳,てちょう,N2,12099,notebook
鉄橋,てっきょう,N2,0,iron bridge
手続き,てつづき,N2,3543,"procedure, (legal) process, formalities"
鉄砲,てっぽう,N2,14826,gun
テニスコート,テニスコート,N2,0,tennis court
手拭い,てぬぐい,N2,0,(hand) towel
手前,てまえ,N2,7627,"before, this side"
出迎え,でむかえ,N2,0,"meeting, reception"
出迎える,でむかえる,N2,0,"to meet, to greet"
照らす,てらす,N2,0,"to shine on, to illuminate"
照る,てる,N2,0,to shine
展開,てんかい,N2,1266,"develop, expansion (opposite of compression)"
伝記,でんき,N2,4554,"biography, life story"
電球,でんきゅう,N2,19786,light bulb
点数,てんすう,N2,12133,"marks, points, score"
伝染,でんせん,N2,16771,contagion
電池,でんち,N2,6680,battery
電柱,でんちゅう,N2,0,"telephone pole, telegraph pole, light pole"
点々,てんてん,N2,0,"here and there, little by little"
転々,てんてん,N2,17947,from one to another
天皇,てんのう,N2,1437,Emperor of Japan
電波,でんぱ,N2,4083,electro-magnetic wave
テンポ,テンポ,N2,15299,tempo
電流,でんりゅう,N2,9144,electric current
電力,でんりょく,N2,2839,electric power
問い合わせ,といあわせ,N2,5955,inquiry
銅,どう,N2,4088,copper
同～,どう～,N2,0,same ~
どういたしまして,どういたしまして,N2,0,"you are welcome, don't mention it"
統一,とういつ,N2,1007,"unity, consolidation, uniformity"
同格,どうかく,N2,0,"the same rank, equality, apposition"
峠,とうげ,N2,3930,"ridge, (mountain) pass, difficult part"
統計,とうけい,N2,737,"scattering, a scatter, dispersion"
動作,どうさ,N2,3912,"action, movements, motions"
東西,とうざい,N2,4156,"East and West, whole country"
当日,とうじつ,N2,4229,"appointed day, very day"
投書,とうしょ,N2,0,"letter to the editor, letter from a reader, contribution"
登場,とうじょう,N2,220,entry (on stage)
どうせ,どうせ,N2,0,"anyhow, in any case, at any rate"
灯台,とうだい,N2,6858,lighthouse
盗難,とうなん,N2,0,"theft, robbery"
当番,とうばん,N2,0,being on duty
等分,とうぶん,N2,0,division into equal parts
透明,とうめい,N2,7064,"transparency, cleanness"
灯油,とうゆ,N2,0,"lamp oil, kerosene"
童話,どうわ,N2,9932,fairy tale
通り掛かる,とおりかかる,N2,0,to happen to pass by
溶かす,とかす,N2,0,"to melt, to dissolve"
尖る,とがる,N2,0,"to taper to a point, to become sharp"
どきどき,どきどき,N2,14654,"throb, beat (fast)"
特殊,とくしゅ,N2,1662,"special, unique"
特色,とくしょく,N2,9474,"characteristic, feature"
特定,とくてい,N2,619,"specific, special, particular"
特売,とくばい,N2,0,special sale
溶け込む,とけこむ,N2,0,to melt into; to become a part of
退ける,どける,N2,0,"to dislodge, to put something out of the way"
床の間,とこのま,N2,0,alcove
所々,ところどころ,N2,0,"here and there, some parts (of something)"
都心,としん,N2,7315,heart (of city)
戸棚,とだな,N2,0,"cupboard, cabinet"
とっくに,とっくに,N2,0,"long ago, already, a long time ago"
どっと,どっと,N2,6349,suddenly
整う,ととのう,N2,0,"to be prepared, to be in order, to be arranged"
留まる,とどまる,N2,15089,"to be fixed; to abide, to stay (in the one place)"
怒鳴る,どなる,N2,0,"to shout, to yell"
殿,どの,N2,3684,Mister (mostly in addressing someone on an envelope)
飛び込む,とびこむ,N2,0,"to jump in, to leap in, to plunge into"
留まる,とまる,N2,15089,"to be fixed; to abide, to stay (in the one place)"
ともかく,ともかく,N2,7298,"anyhow, at any rate, anyway"
捕える,とらえる,N2,0,"to seize, to capture, to arrest"
取り入れる,とりいれる,N2,0,"to harvest, to take in, to adopt"
取り消す,とりけす,N2,0,to cancel
取り出す,とりだす,N2,0,"to take out, to pick out"
採る,とる,N2,0,"to adopt (measure, proposal); to pick (fruit)"
捕る,とる,N2,0,"to take, to catch (fish)"
丼,どんぶり,N2,10539,"porcelain bowl, bowl of rice with food on top"
内科,ないか,N2,6319,"internist clinic, internal medicine"
内線,ないせん,N2,0,phone extension
ナイロン,ナイロン,N2,0,nylon
長～,なが～,N2,0,long ~
仲直り,なかなおり,N2,0,"reconciliation, make peace with"
長引く,ながびく,N2,0,"to be prolonged, to drag on"
中指,なかゆび,N2,0,middle finger
仲良し,なかよし,N2,0,"intimate friend, bosom buddy"
慰める,なぐさめる,N2,0,"to comfort, to console"
為す,なす,N2,0,"to accomplish, to do"
謎謎,なぞなぞ,N2,0,riddle
傾らか,なだらか,N2,0,"gradual, gentle"
懐かしい,なつかしい,N2,0,"dear, desired, missed"
撫でる,なでる,N2,0,"to brush gently, to stroke"
斜め,ななめ,N2,11253,"diagonal, oblique"
なにしろ,なにしろ,N2,0,"at any rate, in any case"
何しろ,なにしろ,N2,0,"in any case, at any rate, anyhow, anyway, as you know, for you see, particularly"
何々,なになに,N2,0,"such and such, What?"
何分,なにぶん,N2,0,"by all means, please"
生意気,なまいき,N2,0,"impertinent, impudent"
並木,なみき,N2,8719,"roadside tree, row of trees"
倣う,ならう,N2,0,"to imitate, to follow, to emulate"
生る,なる,N2,0,to bear fruit
南極,なんきょく,N2,7464,"south pole, Antarctic"
なんとなく,なんとなく,N2,0,"somehow or other, for some reason or another"
なんとも,なんとも,N2,0,"nothing (with neg. verb), quite, not a bit"
何とも,なんとも,N2,0,"really, very, extremely, terribly, awfully (not) anything, (not) at all, (not) a bit"
ナンバー,ナンバー,N2,2459,number
南米,なんべい,N2,7785,South America
南北,なんぼく,N2,3166,south and north
匂う,におう,N2,0,"to be fragrant, to smell"
逃がす,にがす,N2,0,"to let loose, to set free, to let escape"
憎い,にくい,N2,0,"hateful, abominable, detestable"
憎む,にくむ,N2,0,"to hate, to detest"
憎らしい,にくらしい,N2,0,"odious, hateful"
にこにこ,にこにこ,N2,4365,"smile sweetly, smiley"
濁る,にごる,N2,0,"to become muddy, to get cloudy"
虹,にじ,N2,3698,rainbow
日時,にちじ,N2,4483,date and time
日用品,にちようひん,N2,0,daily necessities
日課,にっか,N2,0,"daily work, daily routine"
日程,にってい,N2,4800,schedule
鈍い,にぶい,N2,0,"dull (e.g., a knife), thickheaded, slow (opposite of fast), stupid"
入社,にゅうしゃ,N2,3516,entry to a company
女房,にょうぼう,N2,12390,wife
睨む,にらむ,N2,0,"to glare at, to stare; to keep an eye on"
煮る,にる,N2,0,"to boil, to simmer, to stew, seethe"
俄,にわか,N2,0,"sudden, abrupt, unexpected"
縫う,ぬう,N2,0,to sew
ネジ,ネジ,N2,15807,(a) screw
捩る,ねじる,N2,0,to twist
ネックレス,ネックレス,N2,0,necklace
熱する,ねっする,N2,0,to heat
寝間着,ねまき,N2,0,"sleep-wear, pajamas"
寝巻,ねまき,N2,0,"sleep-wear, pajamas"
狙い,ねらい,N2,10195,aim
狙う,ねらう,N2,8792,to aim at
年度,ねんど,N2,392,"year, fiscal year"
農産物,のうさんぶつ,N2,17176,agricultural produce
農村,のうそん,N2,8237,agricultural community
濃度,のうど,N2,7228,"concentration, density"
農薬,のうやく,N2,17261,agricultural chemicals
能率,のうりつ,N2,0,efficiency
のこぎり,のこぎり,N2,0,saw
残らず,のこらず,N2,0,"completely, without exception"
上り,のぼり,N2,3708,"up-train (going to Tokyo), ascent"
糊,のり,N2,0,"glue, paste, starch"
乗換,のりかえ,N2,7420,"a transfer (e.g., trains, buses)"
乗り換え,のりかえ,N2,11271,"(n) transfer (trains, buses, etc.)"
乗り越し,のりこし,N2,0,riding past (one's station)
鈍い,のろい,N2,0,"dull (e.g., a knife), slow (opposite of fast), stupid"
のろのろ,のろのろ,N2,0,"slowly, sluggishly"
呑気,のんき,N2,0,"carefree, optimistic, careless"
灰色,はいいろ,N2,9548,"grey, ashen"
俳句,はいく,N2,7960,haiku poetry
売店,ばいてん,N2,14367,"shop, stand"
バイバイ,バイバイ,N2,0,bye bye
売買,ばいばい,N2,9035,"trade, buying and selling"
這う,はう,N2,0,"to creep, to crawl"
剥す,はがす,N2,0,"to tear off, to peel off, to rip off"
剥がす,はがす,N2,13111,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of, to detach, to disconnect"
ばからしい,ばからしい,N2,0,absurd
秤,はかり,N2,0,"scales, weighing machine"
吐き気,はきけ,N2,0,"nausea, sickness in the stomach"
はきはき,はきはき,N2,0,clearly
掃く,はく,N2,0,"to sweep, to brush, to gather up"
歯車,はぐるま,N2,11333,"gear, cog-wheel"
バケツ,バケツ,N2,0,"bucket, pail"
挟まる,はさまる,N2,0,"to get between, to be caught in"
挟む,はさむ,N2,0,to pinch; to hold between; to insert
梯子,はしご,N2,0,"ladder, stairs"
始めに,はじめに,N2,0,"to begin with, first of all"
初めに,はじめに,N2,0,"to begin with, first of all"
はじめまして,はじめまして,N2,515,"How do you do, I am glad to meet you"
斜,はす,N2,9306,diagonal
パターン,パターン,N2,4582,pattern
肌着,はだぎ,N2,0,underwear
果して,はたして,N2,0,"as was expected, really"
果たして,はたして,N2,13024,"as was expected, just as one thought, sure enough"
鉢,はち,N2,15320,"a bowl, a pot"
発,はつ,N2,1607,"to depart (e.g., on a plane, train)"
×,ばつ,N2,448,cross
発揮,はっき,N2,4893,"exhibition, demonstration, display"
バック,バック,N2,2456,back
発想,はっそう,N2,10176,idea; way of thinking (same as 考え方 (かんがえかた))
発電,はつでん,N2,1657,"generation (e.g., power)"
発売,はつばい,N2,236,sale
派手,はで,N2,13503,"showy, loud, flashy, gaudy"
話合い,はなしあい,N2,0,"discussion, talk"
話し合い,はなしあい,N2,8980,"discussion, talk, conference"
話し掛ける,はなしかける,N2,0,"to accost a person, to talk (to someone)"
話中,はなしちゅう,N2,0,"while talking, the line is busy"
甚だしい,はなはだしい,N2,0,"extreme, excessive, terrible"
花火,はなび,N2,6292,fireworks
花嫁,はなよめ,N2,7741,bride
ばね,ばね,N2,11268,"spring (e.g., coil, leaf)"
跳ねる,はねる,N2,0,"to jump, to leap"
破片,はへん,N2,15512,"fragment, broken piece"
歯磨き,はみがき,N2,0,"toothbrushing, toothpaste"
はめる,はめる,N2,0,"(col) to get in, to insert, to put on"
早口,はやくち,N2,0,fast-talking
払い込む,はらいこむ,N2,0,"to deposit, to pay in"
払い戻す,はらいもどす,N2,0,"to repay, to pay back"
針金,はりがね,N2,0,wire
張り切る,はりきる,N2,0,"to be in high spirits, to be full of vigor"
反～,はん～,N2,0,"anti ~, counter ~"
反映,はんえい,N2,3089,"reflection, influence"
半径,はんけい,N2,6610,radius
判子,はんこ,N2,0,seal (used for signature)
万歳,ばんざい,N2,0,"banzai, Long live ~!"
判事,はんじ,N2,6849,"judge, justice"
反省,はんせい,N2,5606,"reflection, reconsideration"
番地,ばんち,N2,2127,"house number, address"
パンツ,パンツ,N2,10121,underpants
バンド,バンド,N2,891,band
半島,はんとう,N2,4644,peninsula
ハンドル,ハンドル,N2,9497,"handle, steering wheel"
非～,ひ～,N2,0,"anti~, counter~, an~, non~"
日当たり,ひあたり,N2,0,"exposure to the sun, sunny place"
日帰り,ひがえり,N2,0,day trip
比較的,ひかくてき,N2,3329,comparatively; relatively
日陰,ひかげ,N2,0,shadow
ぴかぴか,ぴかぴか,N2,0,"glitter, sparkle"
引受る,ひきうける,N2,0,"to undertake, to take up, to take over"
引き返す,ひきかえす,N2,0,"to turn back, to go back, reverse"
引算,ひきざん,N2,0,subtraction
引き出す,ひきだす,N2,0,"to pull out, to take out, to withdraw"
引き止める,ひきとめる,N2,0,"to keep back, to prevent, to hold back"
卑怯,ひきょう,N2,0,"cowardice, meanness, unfairness"
引分け,ひきわけ,N2,0,"a draw (in competition), tie game"
引き分け,ひきわけ,N2,10697,"draw (in competition), tie game"
陽射,ひざし,N2,0,"sunlight, rays of the sun"
日差し,ひざし,N2,0,sunlight
肘,ひじ,N2,12662,elbow
ピストル,ピストル,N2,16311,pistol
ビタミン,ビタミン,N2,10107,vitamin
ぴたり,ぴたり,N2,0,exactly; close-fitting
引っ掛かる,ひっかかる,N2,0,"to be caught in, to be stuck in"
筆記,ひっき,N2,16561,"note taking, writing"
引っ繰り返す,ひっくりかえす,N2,0,"to turn over, to overturn, to knock over"
引っ繰り返る,ひっくりかえる,N2,0,"to be overturned, to be upset, to topple over, to be reversed"
引っ越し,ひっこし,N2,12391,"moving (dwelling, office, etc.), changing residence"
引っ込む,ひっこむ,N2,0,"to draw back, to sink, to cave in"
筆者,ひっしゃ,N2,18626,"writer, author"
必需品,ひつじゅひん,N2,0,"necessities, essential"
一～,ひと～,N2,0,one ~
人差指,ひとさしゆび,N2,0,index finger
一通り,ひととおり,N2,0,"general, briefly"
人通り,ひとどおり,N2,0,pedestrian traffic
ひとまず,ひとまず,N2,10713,"for the present, once, for the time being"
瞳,ひとみ,N2,3752,pupil (of eye)
一休み,ひとやすみ,N2,0,a rest
独り言,ひとりごと,N2,0,"a soliloquy, a monologue, speaking to oneself"
ひとりでに,ひとりでに,N2,0,"by itself, automatically, naturally"
ビニール,ビニール,N2,0,vinyl
皮肉,ひにく,N2,13579,"cynicism, sarcasm"
日日,ひにち,N2,12125,date
日にち,ひにち,N2,0,"date (of a planned event, act, etc.), day"
捻る,ひねる,N2,0,"to twist, to turn"
日の入り,ひのいり,N2,0,sunset
日の出,ひので,N2,17358,sunrise
響き,ひびき,N2,15556,"echo, sound"
響く,ひびく,N2,0,to resound; to affect
皮膚,ひふ,N2,6183,skin
ひゃっかじてん,ひゃっかじてん,N2,0,encyclopedia
百科事典,ひゃっかじてん,N2,0,encyclopedia
美容,びよう,N2,6954,beauty of figure or form
表紙,ひょうし,N2,5234,"front cover, binding"
標識,ひょうしき,N2,6206,"sign, mark"
標準,ひょうじゅん,N2,1752,"standard, level"
標本,ひょうほん,N2,8053,"example, specimen"
評論,ひょうろん,N2,2417,"criticism, critique"
ビルディング,ビルディング,N2,12650,building
昼寝,ひるね,N2,0,"nap (at home), siesta"
広さ,ひろさ,N2,0,extent
広場,ひろば,N2,2850,plaza
広々,ひろびろ,N2,0,"extensive, spacious"
ピンク,ピンク,N2,5086,pink
便箋,びんせん,N2,0,"writing paper, stationery"
瓶詰,びんづめ,N2,0,"bottling, bottled"
ファスナー,ファスナー,N2,0,"fastener, zipper"
風船,ふうせん,N2,13583,balloon
不運,ふうん,N2,0,"unlucky, misfortune, bad luck"
不規則,ふきそく,N2,0,"irregularity, unsteadiness"
普及,ふきゅう,N2,2999,"diffusion, spread"
付近,ふきん,N2,1645,"neighborhood, vicinity"
副～,ふく～,N2,0,vice ~
副詞,ふくし,N2,0,adverb
複写,ふくしゃ,N2,0,"copy, duplicate"
複数,ふくすう,N2,850,"plural, multiple"
ふくめる,ふくめる,N2,0,"to include, to instruct, to make one understand"
膨らます,ふくらます,N2,0,"to swell, to expand, to inflate"
膨らむ,ふくらむ,N2,0,"to expand, to swell (out), to become inflated"
不潔,ふけつ,N2,0,"unclean, dirty"
更ける,ふける,N2,0,"to get late, to wear on"
符号,ふごう,N2,5784,"sign, mark, symbol"
夫妻,ふさい,N2,6432,"man and wife, married couple"
塞がる,ふさがる,N2,0,"to be plugged up, to be shut up"
塞ぐ,ふさぐ,N2,0,"to stuff, to close up, to block (up)"
ふざける,ふざける,N2,0,"to romp, to gambol, to frolic"
無沙汰,ぶさた,N2,0,neglecting to stay in contact
武士,ぶし,N2,3799,"warrior, samurai"
部首,ぶしゅ,N2,0,radical (of a kanji character)
蒸かす,ふかす,N2,0,"to steam (food, towel, etc.) to be hot and humid, to be sultry"
襖,ふすま,N2,0,sliding screen
附属,ふぞく,N2,2157,"attached, belonging, affiliated"
付属,ふぞく,N2,2727,"being attached (to), being affiliated (to), belonging (to), going with"
蓋,ふた,N2,10156,"cover, lid, cap"
不通,ふつう,N2,19838,"suspension, interruption, stoppage, tie-up, cessation"
物騒,ぶっそう,N2,0,"dangerous, disturbed, insecure"
ぶつぶつ,ぶつぶつ,N2,0,"grumbling, complaining in a small voice"
船便,ふなびん,N2,0,surface mail (ship)
部品,ぶひん,N2,4677,"parts, accessories"
吹雪,ふぶき,N2,11176,snow storm
父母,ふぼ,N2,6790,"father and mother, parents"
踏切,ふみきり,N2,9633,"railway crossing, level crossing, starting line, scratch, crossover"
麓,ふもと,N2,9271,"the foot, the bottom, the base (of a mountain)"
フライパン,フライパン,N2,0,"fry pan, frying pan"
ブラウス,ブラウス,N2,0,blouse
ぶらさげる,ぶらさげる,N2,0,"to hang, to suspend, to swing"
ブラシ,ブラシ,N2,0,brush
プラットホーム,プラットホーム,N2,12416,platform
フリー,フリー,N2,1583,free
振り仮名,ふりがな,N2,0,pronunciation key
振り向く,ふりむく,N2,0,"to turn one's face, to turn around"
プリント,プリント,N2,11550,"print, handout"
古～,ふる～,N2,0,old ~
故郷,ふるさと,N2,5493,"home town, birthplace"
古里,ふるさと,N2,0,"home town, birthplace"
振舞う,ふるまう,N2,0,"to behave, to conduct"
ブローチ,ブローチ,N2,0,brooch
プログラム,プログラム,N2,2213,program
風呂敷,ふろしき,N2,0,"wrapping cloth, cloth wrapper"
ふわふわ,ふわふわ,N2,0,"light, soft"
噴火,ふんか,N2,6944,eruption
分解,ぶんかい,N2,5291,"analysis, disassembly"
文芸,ぶんげい,N2,4438,"literature, art and literature"
文献,ぶんけん,N2,480,"literature, books (reference)"
噴水,ふんすい,N2,18132,water fountain
分数,ぶんすう,N2,0,fraction (in math)
文体,ぶんたい,N2,13908,literary style
分布,ぶんぷ,N2,2758,distribution
文房具,ぶんぼうぐ,N2,0,stationery
文脈,ぶんみゃく,N2,8131,context
分量,ぶんりょう,N2,9941,"amount, quantity"
分類,ぶんるい,N2,819,classification
閉会,へいかい,N2,17128,closure
平気,へいき,N2,0,"coolness, calmness, unconcern"
並行,へいこう,N2,5726,"(going) side by side, concurrent, at the same time"
平日,へいじつ,N2,2894,weekday
兵隊,へいたい,N2,14797,soldier
平凡,へいぼん,N2,11817,"common, ordinary"
平野,へいや,N2,3402,"plain, open field"
凹む,へこむ,N2,0,"to be dented, to be indented"
へそ,へそ,N2,0,"navel, belly-button"
隔てる,へだてる,N2,0,to be shut out
別荘,べっそう,N2,12028,villa; vacation home; summer cottage
別々,べつべつ,N2,10285,"separately, individually"
ベテラン,ベテラン,N2,10920,veteran
ヘリコプター,ヘリコプター,N2,6274,helicopter
編集,へんしゅう,N2,47,"editing, compilation, editorial (e.g., committee)"
