俄,にわか,N2,0
捩る,ねじる,N2,0
乗り越し,のりこし,N2,0
剥す,はがす,N2,0
剥がす,はがす,N2,13111
秤,はかり,N2,0
×,ばつ,N2,448
話し掛ける,はなしかける,N2,0
払い込む,はらいこむ,N2,0
張り切る,はりきる,N2,0
引受る,ひきうける,N2,0
引き返す,ひきかえす,N2,0
引算,ひきざん,N2,0
引き出す,ひきだす,N2,0
引き止める,ひきとめる,N2,0
引分け,ひきわけ,N2,0
陽射,ひざし,N2,0
引っ掛かる,ひっかかる,N2,0
引っ繰り返す,ひっくりかえす,N2,0
引っ繰り返る,ひっくりかえる,N2,0
引っ込む,ひっこむ,N2,0
人差指,ひとさしゆび,N2,0
捻る,ひねる,N2,0
百科事典,ひゃっかじてん,N2,0
標本,ひょうほん,N2,8053
ビルディング,ビルディング,N2,12650
符号,ふごう,N2,5784
塞ぐ,ふさぐ,N2,0
襖,ふすま,N2,0
附属,ふぞく,N2,2157
振り向く,ふりむく,N2,0
古里,ふるさと,N2,0
風呂敷,ふろしき,N2,0
文芸,ぶんげい,N2,4438
文献,ぶんけん,N2,480
文房具,ぶんぼうぐ,N2,0
分量,ぶんりょう,N2,9941
箒,ほうき,N2,0
牧畜,ぼくちく,N2,0
坊っちゃん,ぼっちゃん,N2,0
枚数,まいすう,N2,10314
跨ぐ,またぐ,N2,0
待ち合わせる,まちあわせる,N2,0
真っ暗,まっくら,N2,0
真っ青,まっさお,N2,0
真っ先,まっさき,N2,0
真っ白,まっしろ,N2,0
間も無く,まもなく,N2,0
回り道,まわりみち,N2,0
店屋,みせや,N2,0
ミリ ,ミリ ,N2,0
無地,むじ,N2,0
命ずる,めいずる,N2,0
目安,めやす,N2,5506
凭れる,もたれる,N2,0
モノレール,モノレール,N2,8998
薬品,やくひん,N2,10336
軟らかい,やわらかい,N2,0
湯飲み,ゆのみ,N2,0
湯飲,ゆのみ,N2,0
容積,ようせき,N2,18276
洋品店,ようひんてん,N2,0
養分,ようぶん,N2,0
余所,よそ,N2,0
四つ角,よつかど,N2,0
呼び掛ける,よびかける,N2,0
呼び出す,よびだす,N2,0
蘇る,よみがえる,N2,0
慶ぶ,よろこぶ,N2,0
リポート,リポート,N2,10689
レクリェーション,レクリェーション,N2,18222
ローマ字,ローマじ,N2,5625
論ずる,ろんずる,N2,0
和英,わえい,N2,0
割算,わりざん,N2,0
ジェット機,ジェットき,N3,0
しまった ,しまった ,N3,0
清む,すむ,N3,0
精々,せいぜい,N3,0
積極的,せっきょくてき,N3,0
著す,あらわす,N3,0
受け取る,うけとる,N3,10579
押える,おさえる,N3,0
治める,おさめる,N3,0
お辞儀,おじぎ,N3,0
お洒落,おしゃれ,N3,0
お喋り,おしゃべり,N3,0
お目に掛かる,おめにかかる,N3,0
思い付く,おもいつく,N3,0
可愛そう,かわいそう,N3,0
気の毒,きのどく,N3,0
汲む,くむ,N3,0
酌む,くむ,N3,0
塵,ごみ,N3,16966
申し込む,もうしこむ,N3,0
持ち上げる,もちあげる,N3,0
尤も,もっとも,N3,0
宛てる,あてる,N3,0
傷める,いためる,N3,0
衣料,いりょう,N3,18348
加味,かみ,N3,0
慣行,かんこう,N3,18780
季刊,きかん,N3,16093
計器,けいき,N3,0
攻める,せめる,N3,0
具える,そなえる,N3,0
立ち上がる,たちあがる,N3,0
偶々,たまたま,N3,0
繋げる,つなげる,N3,0
適する,てきする,N3,0
銅貨,どうか,N3,0
通り過ぎる,とおりすぎる,N3,0
飛び出す,とびだす,N3,0
取り上げる,とりあげる,N3,12831
中味,なかみ,N3,0
馴れる,なれる,N3,0
はあ ,はあ ,N3,0
引っ張る,ひっぱる,N3,0
殖やす,ふやす,N3,0
濠,ほり,N3,19009
撒く,まく,N3,0
交ざる,まざる,N3,0
交ぜる,まぜる,N3,0
磁器,じき,N3,0
字体,じたい,N3,10989
振興,しんこう,N3,2421
水洗,すいせん,N3,0
同志,どうし,N3,12876
馴らす,ならす,N3,0
年鑑,ねんかん,N3,2399
捲る,めくる,N3,0
野党,やとう,N3,8651
売り場,うりば,N4,19564
パート ,パート ,N4,0
申し上げる,もうしあげる,N4,0
会議室,かいぎしつ,N4,0
～ しまう,～ しまう,N4,0
ご主人,ごしゅじん,N4,0
差し上げる,さしあげる,N4,0
押し入れ,おしいれ,N4,0
びっくりする,びっくりする,N4,0
～ よると,～ よると,N4,0
展覧会,てんらんかい,N4,0
新聞社,しんぶんしゃ,N4,0
スーパー ,スーパー ,N4,0
研究室,けんきゅうしつ,N4,0
取り替える,とりかえる,N4,0
お陰,おかげ,N4,0
朝御飯,あさごはん,N5,0
 叔父さん,おじさん,N5,0
伯母さん,おばさん,N5,0
お弁当,おべんとう,N5,0
晩御飯,ばんごはん,N5,0
昼御飯,ひるごはん,N5,0
六日,むいか,N5,0
ゆっくりと,ゆっくりと,N5,0
ラジオカセ,ラジオカセ,N5,0
